> SIRV101
  54:1029|ffe8064b-1498-4cc4-a85a-8fedd1760523_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=109152_ch=435_start_time=2019-04-13T17:47:58Z_strand=-_strand=+ 35 36 193
  56:628|9c3f9b25-c8cb-4282-b70b-d01a541c6fa8_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=5516_ch=11_start_time=2019-04-12T16:58:44Z_strand=-_strand=+ 427 445 125
  112:615|04a4d7ce-8705-4b60-ac96-e7f8e29c66b3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=93839_ch=196_start_time=2019-04-14T04:59:09Z_strand=+_strand=+ 55 61 48
  112:615|04a4d7ce-8705-4b60-ac96-e7f8e29c66b3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=93839_ch=196_start_time=2019-04-14T04:59:09Z_strand=+_strand=+ 118 228 186
  104:679|ef714a94-97e3-47f5-80ad-c23780eb277f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=57494_ch=55_start_time=2019-04-13T04:55:41Z_strand=+_strand=+ 20 6 107
  104:679|ef714a94-97e3-47f5-80ad-c23780eb277f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=57494_ch=55_start_time=2019-04-13T04:55:41Z_strand=+_strand=+ 135 228 76
  104:592|7df6cf54-54c8-4512-8a1a-6898d622e021_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33925_ch=401_start_time=2019-04-12T22:22:47Z_strand=+_strand=+ 2 11 96
  104:592|7df6cf54-54c8-4512-8a1a-6898d622e021_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33925_ch=401_start_time=2019-04-12T22:22:47Z_strand=+_strand=+ 234 346 139
  58:630|b4e112fc-ec2d-4558-a08b-3577d3388cb4_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=18911_ch=63_start_time=2019-04-12T19:26:21Z_strand=-_strand=+ 20 21 542
  114:606|8d6cc972-16fd-4d25-a0ca-ebda75593d63_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=4078_ch=182_start_time=2019-04-12T16:40:54Z_strand=+_strand=+ 29 38 70
  114:606|8d6cc972-16fd-4d25-a0ca-ebda75593d63_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=4078_ch=182_start_time=2019-04-12T16:40:54Z_strand=+_strand=+ 158 271 228
  115:1204|bb1e03a2-367f-4782-86d7-a88ce6c1ae0e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=54426_ch=87_start_time=2019-04-13T04:31:11Z_strand=+_strand=+ 21 22 90
  115:1204|bb1e03a2-367f-4782-86d7-a88ce6c1ae0e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=54426_ch=87_start_time=2019-04-13T04:31:11Z_strand=+_strand=+ 176 279 287
  109:504|1c51ea37-f9d1-4ab7-a7da-9b3eb6f4e4a6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=79792_ch=210_start_time=2019-04-13T11:40:02Z_strand=+_strand=+ 31 30 83
  109:504|1c51ea37-f9d1-4ab7-a7da-9b3eb6f4e4a6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=79792_ch=210_start_time=2019-04-13T11:40:02Z_strand=+_strand=+ 124 228 77
  105:686|676eae74-cce3-489b-acd5-1dc2d24afb43_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=121042_ch=42_start_time=2019-04-13T20:02:44Z_strand=+_strand=+ 0 1 86
  105:686|676eae74-cce3-489b-acd5-1dc2d24afb43_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=121042_ch=42_start_time=2019-04-13T20:02:44Z_strand=+_strand=+ 132 127 64
  105:686|676eae74-cce3-489b-acd5-1dc2d24afb43_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=121042_ch=42_start_time=2019-04-13T20:02:44Z_strand=+_strand=+ 229 224 111
  105:686|676eae74-cce3-489b-acd5-1dc2d24afb43_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=121042_ch=42_start_time=2019-04-13T20:02:44Z_strand=+_strand=+ 374 372 184
  50:616|0c325d16-c437-4564-9f00-a41847405b05_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=132733_ch=474_start_time=2019-04-13T21:58:31Z_strand=-_strand=+ 127 243 61
  61:631|b0194cfb-f83d-4ced-99a3-e7f3438853e4_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=92804_ch=67_start_time=2019-04-13T18:27:12Z_strand=-_strand=+ 6 4 104
  61:631|b0194cfb-f83d-4ced-99a3-e7f3438853e4_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=92804_ch=67_start_time=2019-04-13T18:27:12Z_strand=-_strand=+ 126 228 76
  109:596|1f2e5757-5f81-4929-8bdc-377f95a3cae4_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=80325_ch=247_start_time=2019-04-13T10:52:39Z_strand=+_strand=+ 1 8 74
  109:596|1f2e5757-5f81-4929-8bdc-377f95a3cae4_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=80325_ch=247_start_time=2019-04-13T10:52:39Z_strand=+_strand=+ 146 261 238
  92:654|bc648d6b-6f5c-45d8-8625-cba09cdfa1ed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=54667_ch=90_start_time=2019-04-13T04:13:09Z_strand=+_strand=+ 36 36 136
  92:654|bc648d6b-6f5c-45d8-8625-cba09cdfa1ed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=54667_ch=90_start_time=2019-04-13T04:13:09Z_strand=+_strand=+ 269 271 286
  111:597|5e357247-f6b9-43d8-b224-2a86bd5eb3ed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=119197_ch=249_start_time=2019-04-14T09:21:07Z_strand=+_strand=+ 2 11 97
  111:597|5e357247-f6b9-43d8-b224-2a86bd5eb3ed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=119197_ch=249_start_time=2019-04-14T09:21:07Z_strand=+_strand=+ 116 229 185
  88:1140|0a33d540-5999-43f2-b680-03f8a5a696ad_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=126331_ch=364_start_time=2019-04-13T22:36:35Z_strand=+_strand=+ 119 228 88
  102:676|5e70d7c5-3e6e-4b63-9c1c-e3af8f4ffe68_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=43353_ch=443_start_time=2019-04-13T01:43:42Z_strand=+_strand=+_rescue=1 3 0 109
  102:676|5e70d7c5-3e6e-4b63-9c1c-e3af8f4ffe68_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=43353_ch=443_start_time=2019-04-13T01:43:42Z_strand=+_strand=+_rescue=1 145 246 35
  108:587|d4149bfd-d76a-44cd-8075-9c2bdf29103d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=13460_ch=265_start_time=2019-04-12T18:32:24Z_strand=+_strand=+ 3 12 99
  108:587|d4149bfd-d76a-44cd-8075-9c2bdf29103d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=13460_ch=265_start_time=2019-04-12T18:32:24Z_strand=+_strand=+ 112 228 257
  108:1195|69cfb650-90e5-4dd9-8901-e7edf5f10848_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22943_ch=34_start_time=2019-04-12T21:16:06Z_strand=+_strand=+ 9 11 80
  108:1195|69cfb650-90e5-4dd9-8901-e7edf5f10848_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22943_ch=34_start_time=2019-04-12T21:16:06Z_strand=+_strand=+ 175 275 255
  107:693|74134819-d514-44ce-9323-776453e0adac_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=12142_ch=449_start_time=2019-04-12T17:54:01Z_strand=+_strand=+ 27 18 93
  104:561|5f501d1b-9271-4a3d-acd0-d609f4e89bf3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15795_ch=508_start_time=2019-04-12T18:45:05Z_strand=+_strand=+ 76 54 58
  104:561|5f501d1b-9271-4a3d-acd0-d609f4e89bf3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=15795_ch=508_start_time=2019-04-12T18:45:05Z_strand=+_strand=+ 144 228 78
  108:1197|f89a19e5-152e-4e2e-8955-a3952a1e3aa8_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=41135_ch=194_start_time=2019-04-13T01:08:14Z_strand=+_strand=+ 1 2 107
  108:1197|f89a19e5-152e-4e2e-8955-a3952a1e3aa8_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=41135_ch=194_start_time=2019-04-13T01:08:14Z_strand=+_strand=+ 126 230 332
  57:1586|4895d470-5aed-4d30-99cd-539c48d471d5_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25604_ch=417_start_time=2019-04-12T21:26:35Z_strand=-_strand=+ 163 243 283
  1001:1484|640066ab-7b19-4df6-abbd-6024b7152d28_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=45242_ch=327_start_time=2019-04-13T01:01:40Z_strand=-_strand=+_rescue=1 127 240 232
  112:694|8f707b63-f2d6-4bc0-a680-6b605dae5d3d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=50071_ch=14_start_time=2019-04-13T03:09:20Z_strand=+_strand=+ 23 22 156
  110:696|ffcc3bc7-cbd2-494f-896b-28b3f06dec3c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=32517_ch=197_start_time=2019-04-12T23:35:25Z_strand=+_strand=+ 12 8 100
  110:696|ffcc3bc7-cbd2-494f-896b-28b3f06dec3c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=32517_ch=197_start_time=2019-04-12T23:35:25Z_strand=+_strand=+ 137 228 83
  58:632|915127ff-a448-4597-8745-fb2fe7061020_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=12766_ch=381_start_time=2019-04-12T18:09:49Z_strand=-_strand=+ 12 12 93
> SIRV605
  41:650|d00e6247-9de6-485c-9b44-806023c51f13_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=83160_ch=355_start_time=2019-04-13T13:02:27Z_strand=+_strand=+ 244 400 105
  41:650|d00e6247-9de6-485c-9b44-806023c51f13_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=83160_ch=355_start_time=2019-04-13T13:02:27Z_strand=+_strand=+ 360 515 211
  51:505|e3c93db3-c179-4b0d-97a1-2f984d8fdc74_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=32251_ch=315_start_time=2019-04-12T22:50:03Z_strand=-_strand=+ 16 464 216
  51:505|e3c93db3-c179-4b0d-97a1-2f984d8fdc74_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=32251_ch=315_start_time=2019-04-12T22:50:03Z_strand=-_strand=+ 367 693 71
  115:588|c4c14d1d-9938-4def-bc80-4fddee7015ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=19969_ch=65_start_time=2019-04-12T20:12:58Z_strand=+_strand=+_rescue=1 0 8 199
  115:588|c4c14d1d-9938-4def-bc80-4fddee7015ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=19969_ch=65_start_time=2019-04-12T20:12:58Z_strand=+_strand=+_rescue=1 272 292 89
  99:678|1a8e6ff8-6abb-497e-a4db-73e5d5f1ab79_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=38546_ch=350_start_time=2019-04-13T00:59:03Z_strand=+_strand=+ 16 8 209
  99:678|1a8e6ff8-6abb-497e-a4db-73e5d5f1ab79_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=38546_ch=350_start_time=2019-04-13T00:59:03Z_strand=+_strand=+ 229 587 259
  101:520|c0824638-7c6a-47b3-98d6-d11513e1f693_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78535_ch=47_start_time=2019-04-13T10:06:57Z_strand=+_strand=+ 24 6 169
  101:520|c0824638-7c6a-47b3-98d6-d11513e1f693_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78535_ch=47_start_time=2019-04-13T10:06:57Z_strand=+_strand=+ 238 587 175
  111:608|8c815b84-7252-4f24-93ca-04281a821c88_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=18716_ch=282_start_time=2019-04-12T19:49:53Z_strand=+_strand=+ 1 10 65
  111:608|8c815b84-7252-4f24-93ca-04281a821c88_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=18716_ch=282_start_time=2019-04-12T19:49:53Z_strand=+_strand=+ 139 139 257
  113:692|89341c42-621b-43ce-8b87-720fa3427942_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=137609_ch=223_start_time=2019-04-13T23:11:39Z_strand=+_strand=+ 0 3 93
  113:692|89341c42-621b-43ce-8b87-720fa3427942_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=137609_ch=223_start_time=2019-04-13T23:11:39Z_strand=+_strand=+ 256 149 194
  113:692|89341c42-621b-43ce-8b87-720fa3427942_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=137609_ch=223_start_time=2019-04-13T23:11:39Z_strand=+_strand=+ 457 348 114
  764:1261|61da7d71-b0dd-45a9-bbbd-854f314aeffb_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=64626_ch=160_start_time=2019-04-13T12:22:11Z_strand=+_strand=+_rescue=1 16 25 361
  19:787|2a6ab351-b0ad-4fd1-a780-1bf901681453_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=32388_ch=223_start_time=2019-04-12T23:22:14Z_strand=-_strand=+ 472 698 149
  19:787|2a6ab351-b0ad-4fd1-a780-1bf901681453_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=32388_ch=223_start_time=2019-04-12T23:22:14Z_strand=-_strand=+ 652 975 71
  56:606|0fd46dab-7679-4c40-9718-8201795b4862_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=111013_ch=254_start_time=2019-04-13T18:29:01Z_strand=-_strand=+ 300 512 145
  58:513|3f3960e7-6577-46ea-a43b-e61c142a973c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=45682_ch=37_start_time=2019-04-13T02:34:42Z_strand=-_strand=+ 2 447 95
  58:513|3f3960e7-6577-46ea-a43b-e61c142a973c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=45682_ch=37_start_time=2019-04-13T02:34:42Z_strand=-_strand=+ 144 590 63
  58:513|3f3960e7-6577-46ea-a43b-e61c142a973c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=45682_ch=37_start_time=2019-04-13T02:34:42Z_strand=-_strand=+ 367 697 44
  56:513|a5b04d2d-5ca7-441d-adef-b177eea5b3b6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=16933_ch=102_start_time=2019-04-12T19:22:52Z_strand=-_strand=+ 7 452 227
  56:513|a5b04d2d-5ca7-441d-adef-b177eea5b3b6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=16933_ch=102_start_time=2019-04-12T19:22:52Z_strand=-_strand=+ 363 693 72
  128:906|e78702fb-0a05-4907-8d39-2561f8de9fcf_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=55414_ch=97_start_time=2019-04-13T04:48:53Z_strand=+_strand=+ 478 693 154
  128:906|e78702fb-0a05-4907-8d39-2561f8de9fcf_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=55414_ch=97_start_time=2019-04-13T04:48:53Z_strand=+_strand=+ 648 962 83
  59:633|1ba0ee85-99f8-441e-af29-1a74368420f0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=4445_ch=203_start_time=2019-04-12T16:48:11Z_strand=-_strand=+ 29 30 140
  59:633|1ba0ee85-99f8-441e-af29-1a74368420f0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=4445_ch=203_start_time=2019-04-12T16:48:11Z_strand=-_strand=+ 214 587 231
  55:834|bfb605c7-cd77-495c-9933-eb9e7c94b37e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20188_ch=328_start_time=2019-04-12T20:25:38Z_strand=-_strand=+ 496 705 55
  55:834|bfb605c7-cd77-495c-9933-eb9e7c94b37e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20188_ch=328_start_time=2019-04-12T20:25:38Z_strand=-_strand=+ 672 984 64
  59:518|d209dfed-635b-430d-af59-d7b68970ccd7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=38743_ch=186_start_time=2019-04-13T00:50:58Z_strand=-_strand=+ 21 467 219
  59:518|d209dfed-635b-430d-af59-d7b68970ccd7_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=38743_ch=186_start_time=2019-04-13T00:50:58Z_strand=-_strand=+ 363 693 84
  108:641|ed72adcc-acb1-4bd1-922b-5648c2cc8f03_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=37923_ch=98_start_time=2019-04-13T00:26:11Z_strand=+_strand=+ 184 398 218
  108:641|ed72adcc-acb1-4bd1-922b-5648c2cc8f03_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=37923_ch=98_start_time=2019-04-13T00:26:11Z_strand=+_strand=+ 406 635 76
  101:866|bb8ab914-0e21-4a21-a93d-7e32e5c91840_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=9423_ch=214_start_time=2019-04-12T17:51:12Z_strand=+_strand=+ 469 693 111
  101:866|bb8ab914-0e21-4a21-a93d-7e32e5c91840_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=9423_ch=214_start_time=2019-04-12T17:51:12Z_strand=+_strand=+ 637 962 70
  57:1692|06f68056-fe12-4a7b-bdc2-5f5ab6f8096b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=69233_ch=454_start_time=2019-04-13T08:38:25Z_strand=-_strand=+ 206 143 68
  57:1692|06f68056-fe12-4a7b-bdc2-5f5ab6f8096b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=69233_ch=454_start_time=2019-04-13T08:38:25Z_strand=-_strand=+ 328 266 45
  57:1692|06f68056-fe12-4a7b-bdc2-5f5ab6f8096b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=69233_ch=454_start_time=2019-04-13T08:38:25Z_strand=-_strand=+ 614 556 67
  57:1692|06f68056-fe12-4a7b-bdc2-5f5ab6f8096b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=69233_ch=454_start_time=2019-04-13T08:38:25Z_strand=-_strand=+ 698 642 145
  56:1584|aad3a075-7829-474d-bd11-a027257b4546_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=84927_ch=52_start_time=2019-04-13T12:16:12Z_strand=-_strand=+ 46 6 651
  56:1584|aad3a075-7829-474d-bd11-a027257b4546_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=84927_ch=52_start_time=2019-04-13T12:16:12Z_strand=-_strand=+ 712 681 158
  56:1584|aad3a075-7829-474d-bd11-a027257b4546_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=84927_ch=52_start_time=2019-04-13T12:16:12Z_strand=-_strand=+ 922 991 73
  55:592|cd859cac-d370-4b27-94f7-e06eef79d269_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27226_ch=211_start_time=2019-04-12T22:08:20Z_strand=-_strand=+ 43 52 55
  55:592|cd859cac-d370-4b27-94f7-e06eef79d269_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27226_ch=211_start_time=2019-04-12T22:08:20Z_strand=-_strand=+ 201 122 222
  106:674|978d84fa-efb5-47c4-910f-e8e7318883fb_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33438_ch=193_start_time=2019-04-12T23:28:15Z_strand=+_strand=+ 28 30 175
  106:674|978d84fa-efb5-47c4-910f-e8e7318883fb_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=33438_ch=193_start_time=2019-04-12T23:28:15Z_strand=+_strand=+ 247 613 227
  102:678|fcde4745-e76c-43b3-bccc-4ba27bd2888e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=53629_ch=44_start_time=2019-04-13T06:56:45Z_strand=+_strand=+ 65 61 51
  102:678|fcde4745-e76c-43b3-bccc-4ba27bd2888e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=53629_ch=44_start_time=2019-04-13T06:56:45Z_strand=+_strand=+ 120 115 84
  102:678|fcde4745-e76c-43b3-bccc-4ba27bd2888e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=53629_ch=44_start_time=2019-04-13T06:56:45Z_strand=+_strand=+ 220 587 279
  54:1132|684e58ad-6815-4b9d-b09a-b0a2de1b66ed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52085_ch=252_start_time=2019-04-13T03:55:12Z_strand=-_strand=+ 124 125 180
  54:1132|684e58ad-6815-4b9d-b09a-b0a2de1b66ed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52085_ch=252_start_time=2019-04-13T03:55:12Z_strand=-_strand=+ 368 367 553
  111:891|652d3ba7-b67c-41c9-ad24-1c42e890e9d2_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=23762_ch=283_start_time=2019-04-12T21:20:01Z_strand=+_strand=+ 496 709 145
  111:891|652d3ba7-b67c-41c9-ad24-1c42e890e9d2_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=23762_ch=283_start_time=2019-04-12T21:20:01Z_strand=+_strand=+ 662 967 84
  59:641|d999c76d-64ad-4f9e-8eed-1d21309abf5f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27800_ch=104_start_time=2019-04-12T21:58:53Z_strand=-_strand=+ 30 25 177
  59:641|d999c76d-64ad-4f9e-8eed-1d21309abf5f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27800_ch=104_start_time=2019-04-12T21:58:53Z_strand=-_strand=+ 230 594 257
  58:636|4a0743b9-d692-4ee1-8fce-ef45406bbb70_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=24709_ch=75_start_time=2019-04-12T21:32:22Z_strand=-_strand=+ 8 6 207
  58:636|4a0743b9-d692-4ee1-8fce-ef45406bbb70_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=24709_ch=75_start_time=2019-04-12T21:32:22Z_strand=-_strand=+ 219 587 46
  58:636|4a0743b9-d692-4ee1-8fce-ef45406bbb70_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=24709_ch=75_start_time=2019-04-12T21:32:22Z_strand=-_strand=+ 317 681 184
  111:882|6a26e40c-5ddf-4fd0-8fba-2d0ed89d2143_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=19316_ch=453_start_time=2019-04-12T20:05:15Z_strand=+_strand=+ 473 697 169
